id	label	n_chars	sha256_text
s0797	SATIRIK	194	6723e80487d8f1ccb65ff76168a4c0d167ec340303fd856da35ea5bb32d0ce23
a0241	GERCEK	197	fe2dede9f95f60a0657c6c771d6e7b3cd89e76071530de457777633fe8af208e
s1742	SATIRIK	198	1d4d1a82db82ea490278a42365129d1420aabe3fe6c6467d93b6af3b00ca0b5d
a2299	GERCEK	192	54a675f0d370cbcc0fd6a251b6e7f03b4f3747efb4520e39a6b24f551245065f
s1131	SATIRIK	201	9d362420b4d8eb88760ff1cca0cc7c2282bf0d5de8c092c76e123a72097d0a4a
s1090	SATIRIK	197	dfec42696d939a76b64c6431465a47fc85ff8ae736f0d1cf0b0984cf4ab62fd1
s1937	SATIRIK	197	0134752b56a51116b6ba4cb966a7a7b3a9b0b037eb14f53dd9c933874c7c8426
s2011	SATIRIK	187	31c1a3a28e2353a97d1a4b6160b24f8e9c15f8e35c9fb629c4f89e01c9d4ec4c
a0708	GERCEK	196	6116a73f011d5fc3feeed029e9c2b407b511e5b240d6c0e9780a6ddbcabf25b6
a2032	GERCEK	199	c20d7d0892c78b7f93ec97ae1ea8fae95b1d23e7db2b17a2c1a0e54d8abd63d0
a0394	GERCEK	193	0f77a5478396f2f4b325b3f44d30c12508dc7fd65c1390249bdada238adba1e5
s1249	SATIRIK	200	7358697f55b88ab1bb17adaff0b6217e1f274fc7035d4633392263a9362ee22a
a1397	GERCEK	201	cee89f3aaa7b8b9db4b290dffca1f4954469e5d0c8e82d970668796f419874e1
s0101	SATIRIK	201	e21f68000fbd1d3e1a8ae12db53127c472232e79d6f412f8bf176eb1770f0a0d
s1284	SATIRIK	200	9534dbc4e6e23475f088b2caff7141e00636d60a3fe2a169f8c7c202f0b2ec8a
a0679	GERCEK	199	c84c3ddeacf13f978ac4c9d0e0ddd057ebcd6783d5ac46425953b66781f63e5b
s1469	SATIRIK	195	f4ca72a04e7c756ace1339f0ea297f471b636b68b4973809ea339e52b209d70a
s2174	SATIRIK	201	a17372479d04354d9f2ea461c5cd7084eaa3c79dd79512d7d03f21decf69ee4e
s1811	SATIRIK	195	8a21e268e9ec974cf327ed85a59af1d34f93973ccb77ba51dd4ffd87f811419b
a3435	GERCEK	199	7f8e59aa2bf5d6f61680d76ca689e82e02eb45dcba7f06165973d864d6038945
s1430	SATIRIK	198	4fd39e141f79eaac521d87d16927cc83b88aab87bb29a5e891c68a5024e7c6fe
a0393	GERCEK	197	8c7fdd0a0805fd2b1811afa3a3d03a62e62b9748744da5be13c39863d15dc632
a3730	GERCEK	198	d1d47da4db295e242704d8b47ae3ebafb8a3f37a0ee5fed6ca2c93b587c965d3
s0715	SATIRIK	192	ed8e6703ab283c4d3ff98ea178de59d255721107fd5f4c278d99fa38d58580a2
s1872	SATIRIK	201	13e588445f0b50cf2eeb627a0128afe7c288e27325a81b582ce7990d485b33cd
s1378	SATIRIK	200	237e69a90eff82a5e7cbafbe5cca763c46857dabad63d8ec8ac3bbb2721824e1
a1067	GERCEK	200	6e6028ca9e2183ea4a2475d0c938ac939192defffd54c160bae0cf73bc28155c
a2082	GERCEK	201	bf783c1941055abc19b505d2f6c6b6713a3c9feaebbf58c4c2cbdaf068779c38
s0190	SATIRIK	196	245202824c9e6d969f9cb7c09c1e19ad31c83bd05305d0a082709b0605e44032
s1507	SATIRIK	199	d772e336dcf499c82d8314c1a0aebbe56d8cbad96e8c6768dc452eb0d77fe862
s1695	SATIRIK	196	93bb817acd4dacd5f97c17056194fa3c8258be6c70f542f6ce3c0435179f9010
a4399	GERCEK	200	257530f15fa7ab8b730b0b77e2f29d66a6b67aedb2f96ee785c055df5d232263
s0471	SATIRIK	194	c0ff2073f95fbb878833f3da371651ca843567c18c8e89ee3d0bcd6195a03861
s0131	SATIRIK	200	39c3cda3452865398a0f86fbcb363ba085304c3e81aa948ef6e5f02f44b66041
s1841	SATIRIK	194	08d1b8beda5b48949c65460fb80cbf744d26c10fdd9276c49081c23b9ee088c7
s1575	SATIRIK	192	52da33be48e2f91e9f17ba0a1123ab3f78c4234a87407e212181a3e6e06738d7
a0300	GERCEK	191	4477f05509b2d78293a8e5e8c86d91a83589f6b8fbf9b7aba0962c6caed09412
a3898	GERCEK	197	295df976c7c5839fc6dff426e7c61e581f5a0a6969a7c57b95b1c23d3b497c8e
a2951	GERCEK	197	fa31ae03b570204fbeb5f7bef81a8546585cbd7af8dc34992b322dafefb5caf4
s1588	SATIRIK	199	ce9dda7680b0f9145663c1740f68bef736f1690e5bd23dfaaaa68f96f5f67c45
a4505	GERCEK	197	8a983bb6b04db83571ec5cfa7251cb1d659c63ca2a76bda6d22241b82814ecac
a1180	GERCEK	197	bd10b33500c8756452899e5f97c01260de8dbe8fc4acc12b67b071fe5edaf1dd
s1760	SATIRIK	187	e9ebc315dce6e865c5731291a0fb558263ffe2c10d89e631dd4a9cbe12866dd9
a2186	GERCEK	200	051ff8228e2f07ec923513f3383fd632180b48e7ba2fd68559550e7148e8be0c
s2085	SATIRIK	196	39724c3b50d16337ea9dfada10597223c01268f776cfc1304b957b86ef296768
a3473	GERCEK	199	679e22f9c4cb77c625701074a4f19a5974c9a0ec3370fb55d3ecce832825cc4c
s0808	SATIRIK	199	6ae80dea37f9931d9351ffbe7d21a700a860256201ad68bc3752afc4ed6c3777
s0200	SATIRIK	197	3df66fd5e1dccadbf3a4b27703d6e7c08515695878188fb2af66dfd76b32df79
s1198	SATIRIK	197	0c0d6ee95bcce0bb32fb6cdcc86659fb85b997a9f05fd83790043109e050f354
s1964	SATIRIK	193	7341fd97e3730ceb937d659683b0bba5e7faab2d79e15f5ede6c1eed69aae85a
a2930	GERCEK	201	4b47db0c72ece35b6d12da36f9cee7df4f4e7bf66c52e22be1f3264ce2fa25f4
s0453	SATIRIK	193	a3eb5389bfb11255798c808714925923605559589f2af768027693527914c626
a0913	GERCEK	198	db177720c731abc94a6a58c742360dd3906112667f6b9892425c559a9be0296d
s0435	SATIRIK	198	5747dc611d25053687e469363278eae6f9c87a6e1c7f59e33b3426c2a537f975
a2085	GERCEK	201	c3de8fb11c20775564d15305f7240ba4cb4be4855c5eda670980a45f79303dfe
s0481	SATIRIK	198	f1cba4240bc5e96b3b483e0db38e92c1677a7727376ec8df1732ff7886404954
a3958	GERCEK	199	7c51b5af9ec0ad15b7481831dfaf4ad3a2f6b45a4a778c5dc8b52941320af102
a2013	GERCEK	196	6ee6bb20b34670d966c1982c87f3a8e31eb62876b243dc9c70b88cbacb654459
a1851	GERCEK	193	40acc2f851d14703f4c224c65df219a27db41b28ef5483b84795477062dace19
a4280	GERCEK	201	b96a59024af74854b8c719b9f573568375abeb45e9698cfce508ccffe0c631ac
s0421	SATIRIK	195	d6fbbe684977cdfd67a127fb8abf244384187fbaaed4d79ae9e87b9cc33bf4cc
s2157	SATIRIK	198	f6fcd7b9f2757b940c6a6a4722a54b9b7e826af06e4a640717377af9676d7d79
s2146	SATIRIK	197	57b698294e42832c5d05daff7c7513e3b9b0c947bad82240f86f0efcd2687755
a2491	GERCEK	186	6310a5c398bce09a63e14bcb670c928eb2b8b43bd39eb5e71534cb6bf31d278d
a0651	GERCEK	190	e6a9547c2cd7b47c886f3a5cd0507ac4d4cc9bdb8ba393915bb3becf25643bfe
a2071	GERCEK	199	854088aca4d0f254719a3630621f1fe88561fe57e5e6c85bd2242f6b71694213
s1442	SATIRIK	196	3f08457bbc12f08f42b4d937ed29300a4f99755be6b3c88224213628a5d276e6
a1922	GERCEK	198	4901513c622cd1ea5cbd6d28e0dea714be5239cc6e311bb7a5220c588b889dae
s0300	SATIRIK	196	f3752b66abf8644c4e03aec7b9f012e009f6720832a5ff8b2a4ebc7f6a358183
a4321	GERCEK	197	a81b2e36e404e1da2837ae723ae9f2972eb4d4ac2258f7ffa23dc5d3c0ad3092
s1559	SATIRIK	195	aaeb6585d57e13dbca772e205a2a3c5814981dd0cb082aff60f1400081b18943
s1408	SATIRIK	201	e28b9a8927bae6b058c20b5fc1946f60a2e7922d8a6411b8b199f32beae0192f
a1455	GERCEK	199	c1c2d8aece96a8a224e27d7411776621f0249b7c7ba367fac09e9fbe7985d151
a4734	GERCEK	196	5091773b4a9f3c5131b847f9545a37fa27088d8a96214623f530f6e2a7820f5d
a0462	GERCEK	191	a75b3f2d3afbbaf1e888b1fbc2bd772a2c3f3f32a87e20e804832705575e0c5a
a1786	GERCEK	197	644de4db50cdb193225785b3ae013cbe0f33ec56e19d4271a14216ccb00408bd
a2232	GERCEK	192	0de7a8b1e8b669a6a8e2a9d65d787280b88b4ecf0cf6a7efe781d9f6c890b363
s1691	SATIRIK	200	88479563615c3955ca509539da7665c668faf012a3787bab5b9fe0f643c9e202
a4417	GERCEK	200	680651485d62b3f28664955e8fa74efd1e66aaabed097e2b1664a8b3295ce511
a1094	GERCEK	192	7e0dc97ba094e7fcc85326de6877dadf8b07a525d2962c372b5dcb5176180a28
s0201	SATIRIK	191	7968dc0779d8e10fec5bc4b9bf8d3faa3602cc1c880d258c386d964b3595393d
s1073	SATIRIK	198	f684cc65b115bb937dba59178790457356afa6cb783211338c43d7393fc2c185
s0826	SATIRIK	193	8f972699e1acf30e00360ad003cc804a4161ec4d6141b83eda48c99a6777ab9c
a1109	GERCEK	201	57d4cd2e11489b2d11a4da4738ea97abe21bf70c673761b556dde1131d482544
s0799	SATIRIK	201	243dd39d96066973782946b831e8b0e28a29cc1ee2f5e13a3a6c58646e557a3c
a4749	GERCEK	199	99f937d472fdb8ffd3549889fcaecddef3d2cec23bd9f24523d52f0a257e99e3
s0490	SATIRIK	201	31c7040fec04bf9805b2caac20a167e88eb49db655b6f4560a4493c0711281e8
s0789	SATIRIK	196	e59aff656e80a3749c99cefb29fe8635dd604a8a4d190c26708fc360485c30ea
a2701	GERCEK	200	5e646318bb4983b7eb8650356be3a1a2e27972e0919e85bcbf995605a932c1e8
s2101	SATIRIK	198	ecb93d01e3bec7a9a0089a4e00a0285ad15a3e1eb950cfa72b494bcfc95a816d
a0794	GERCEK	193	f60fee507680f2f991974d6dcb528634c1ba066f892cd5ad4cd5712f6654c7fd
a0864	GERCEK	196	ddf4c414c9d1b6f09e3641c2ea788891c26332b6bb9bd9079818fdfc90ce3856
s0458	SATIRIK	198	25ef0da213f4effbc17e36c3917dfc7fb293a6b1da04f0ef0c955441a64e5c7d
a2878	GERCEK	195	ee17ef06b9c9bdfd4b2a80414c20396b3bf93743500d908945ec945692b72c86
s0847	SATIRIK	200	6999948898856b8335310df4e33b91350af2a7e59f80cee8342d9f9d82992fa0
a1119	GERCEK	196	e56cb856ffab0c5cc8af47de41a10e7f381abd65d522dc8da42151638ab18666
s2015	SATIRIK	198	42f4c861b8a074277743aeab3ad1a779def3c595b644c8c4deb2e441667b541c
a1845	GERCEK	191	cdf7a9a4f29a40fd5989686898ae091ee3f1d90bd5c74fd1683cd0a074622f44
a3774	GERCEK	198	9f081e54a5c6309243e7f47353d9769cd3a4323af58e3f058f78c46719c43ee4
s2177	SATIRIK	198	aa8da44af5acf6dd7410d5030a95238eacf41d58e875da686d6aae453239bc32
s0369	SATIRIK	198	b47c174ef62855d8cb9d5ece3f12fac1a97f2ac102d839ae4f6c72f81c191a26
a2464	GERCEK	198	ea8b0f6e6c228823e0ca1586e5cbea283b01b469ae2ad77b833c716aa03dfd63
s1441	SATIRIK	196	f0ba4b239a094eaf24d63170f82f89dbad20fe0aff680699d6a362e4e9e52b25
s1501	SATIRIK	199	f993efbab3e78b4da3541bffeac68b5ef10dbf8e4a8a1eaee0449b0aaa1363a0
a3758	GERCEK	191	4536c189b2e82bc66741133a5c0e51d8b552c1ba7006cf8b117407d99710df7f
a0214	GERCEK	201	c2070b8b45ab0774e86d66900de28ae5a064733c4ab0499f241466973bc23631
a4055	GERCEK	197	dab04a7dad1d5b58a2a64ca10da4074d8c6a5bf13bb1cdb8a767700524e8be80
a2046	GERCEK	196	3b6369f9965760145149b62708d15665fa7f01d1b1f15d8744dda32a825fca6c
a0330	GERCEK	200	d33a31e59447c9d40f3828fb513cb3a455aa3d87933b6731150bf7524c9c43ed
s0717	SATIRIK	190	e9660fb714eade75af45ae762b1c55c3f26ce1c8229382d375863da3af74874c
s1604	SATIRIK	197	d88dec8dde50169132b4b65798b6ed43c939522b7cf43ef8c5a846680d23f4d8
a1076	GERCEK	200	5a2094f07d5da7f96d393df55f6f5795b3acfcdc4b7add4191f0a21200a47a7e
s0718	SATIRIK	192	1b75279a83d474a93d8396e513996cd71281e0b644c231fde42839f23add018b
a3911	GERCEK	192	3919340120fdc81ee9a72aa7ab45e67bd73ba9649ec5fdfec8e0bbf0e30190b7
a4467	GERCEK	193	581f220855c32c9fff62afdaa94eec92487758b6198c899bcfac6233b37b4acd
a1288	GERCEK	193	1aa243c86a4b17283b1c6df602f3d04c582262c2b6e1c5a2c17613ea2b70155a
s0626	SATIRIK	192	d873b0f5e9bf0de8d71c8ba104f1d310286b9e0e043ea6e4761cc95ceec90681
s0784	SATIRIK	198	75fe6103704271b9af0719e40e308c066cf68896f181fc44c9898c1516936cbe
a1798	GERCEK	196	d26b40458f47719dfe5fb12600e01e8bb6173271c635a0ae0151050ba8cfefa4
a1342	GERCEK	193	1709774c8e5b64fe80d7a7a813a402ee35174c09f4847935f6da588e2196e1cb
a1414	GERCEK	197	ffa4d6ce71c8684be3e19db6247bb1966c5a5a9807243f3cffe59fe7eac87595
s1419	SATIRIK	195	c1712bbd094b7ae97f4bd5409f71c639655cf2f8143bd04fa36d2352e7ecb661
s0545	SATIRIK	195	abcbb3815dd2e8d1e61ebc56537c23b6283c1da7e9f88c4f751fb2f66ed44521
a3455	GERCEK	199	955e0824b486232c0dffd7052ded6cb7e9ae961f2944d9cae920ae4cbd317421
a3590	GERCEK	197	84aadf5c908aa914c818539a659007e03a750b594394b56be8b6e0a32a83198e
a0226	GERCEK	197	eeb1a8e91cce7c179f41959d04794ad4a83a71c59e13c7eb33017313cecbf6c9
a1530	GERCEK	200	44ed1c406b0d203f58fef9f03d6c52c1cd17b292428313f0e73d4d39079a93db
a0550	GERCEK	189	c55d6134f4904d2a23a54b21b322e5f152faa1ec4e0845c9aa55d6db7f54ac78
a4103	GERCEK	201	ced8f3f1f6d610a37a5a894344c466d342447f059e4c9a70b7af6abe684c4da1
s0004	SATIRIK	191	2313a6ff904a354e30bb0adafe356880b20d4aa353ce89b620ff3db4a9fb359c
a0628	GERCEK	195	adb9cc7a3148ec8d3d8124d7fa844ad5fd0d7f665d56cc75549a406b21cf657e
s0649	SATIRIK	200	7f769f7cbeb582c5f4e8adeb996a41c231c6fbacc373095c48eb46d3965d86af
s0023	SATIRIK	188	bcaaee98753df5d3e4a01d518dc5cc2ecf22fd61fcf36c487984b7529aa6549f
a2014	GERCEK	193	b0fb32350d424cc6d304c658a3ca8ef11db713b689ee933af567fb0cb4dee120
s0899	SATIRIK	194	ac8275d0a6aab4d6cd92fdea3809bd5a62c8b34d9aa63a71482c38f9cdfec7e6
a4686	GERCEK	194	4fdfcf9bb1dee3554ce26921d0056626425e46058fb9d0894629945ccf052479
s1214	SATIRIK	199	10dafcddfae3454ee2258b810b9033fd681f68bd3723fb5cea8f36e4f0f33f32
s0748	SATIRIK	195	27850d7769940805cc34beda689f9925b57939b62b89de1edc453ef31ee5b269
a3004	GERCEK	198	7bbc5f8d982ff455c9057309d075bcc08f891adee2b15d76c8f88a44d183178e
a3213	GERCEK	200	5401d7209e9f3da11e7db2c80ce25ac40cfa58305050204ea65dcb3a98e55cf9
s0364	SATIRIK	199	3057a17a71559313562d10edae4db42f88b23c1a08d459594e4830c5fffaee05
s0661	SATIRIK	201	bc88b57aad663dff7e281c177b9db1b19dae71f0300909215316d8e44c213b61
s1263	SATIRIK	198	19df24be2aef8fa74ab7fc2c9399eb584615b0e6addd3ffc5e5cb7cd5448794a
s1666	SATIRIK	200	0f5ca145e2b9b5666e1ff238bc2c4c221234b2d3a1dd6d70b786a959e13ff400
a2583	GERCEK	200	db1940432306fd50fe51602de2aa7abe2bf158acdd808fdb31b69c94b1e629af
a1306	GERCEK	196	f9d4a8002cfd4c183659e6505bd5cdea3b01cd65f4cf13da5100b2f3caffd75e
s0604	SATIRIK	194	68000d533b4d85251eb7784057c5667dc136d14ca98349eceb42267752b965ba
s0306	SATIRIK	197	7bb3f3089926d7929689658cd1643cc10ed72aa0cccd03a09d6b6e8be62a7c44
s1916	SATIRIK	200	f7179c44205f796e31743d5a68041f16c6a1bc8520b45f5c5822989ecf800ff2
s0761	SATIRIK	196	0ca1cb1dd823e4997517106fd289ab5e00cd6652f042d7a4c7affe0c01552ecf
s1690	SATIRIK	199	57395d9d47ff62b6cea1758e74b24ca52e6a185c1234e86bd188311723f287de
s1693	SATIRIK	198	3dde9d1282bbd7760f1a2f1b57db1bcd407c60d5fd0abf583b62f96862c810d3
a1911	GERCEK	194	993a9c4afb20f82ac15ce1e5cc0f6340af2598a6b03fa926991ef5f98df57e1c
s1328	SATIRIK	199	b601798b4af35b32a703bbd4033655031e789dcb354f40ecfcffd4270beebf57
s0048	SATIRIK	197	f5ddaa36674db2c5ed6fdcfe081fdb2ddc81f36b8846c0a35366f5ebd4ddee5f
a2981	GERCEK	193	dca7b7f51badf2ac705cde52194e58f330d92918587d6672bdfc2f76b5998500
s0241	SATIRIK	201	0118778d662c9b81667cb26f7361059fdd75c40c2abe7ee9d219bd921c82cdd3
a2991	GERCEK	199	86af2815fde52f86348252bb5d7286f8645eb80663653788d5bef51ad1a631e0
s1812	SATIRIK	189	6d2afd6e55ba637bc10b57dae4d713a62da4b8cd59055a469900edb91dbd0147
a1893	GERCEK	201	ffaf7b95b52b9e290294d3cfb8111d21632c1c15c5cfb59a573dac585a1895c4
s0860	SATIRIK	196	a6abaee794127efbf11759bad2bc288cb24d810918cd4f46221408956aed4f2d
s1930	SATIRIK	191	1aa7f7883bad26a597758fc67b426d86f79ebc460761f586fbbbd33b2143b036
