id	label	n_chars	sha256_text
d103	SATIRIK	191	0b608a0ee5cb4e24b5bb4e9150eb1e04edf1fd4284e12cb1c8a7ef288ae91d52
d104	SATIRIK	198	aae6af77f2a3aef978107dc53e76789a667c6a74473d8697b03b6005b794282f
d105	SATIRIK	200	d9d8feda2f54fb9b5657f2457da9097869ac6bcd708e086396c2387220122bb8
d106	SATIRIK	198	b204cfdaf07bc82667ee159cb71ea4b042eb4c1181843d9e6d050e5cb7ef5f16
d107	SATIRIK	201	8e6e5486295d55163a09f652b096915047844b5d80efdd950bfbf63cf516b7cd
d108	SATIRIK	199	df956b10c42e7092a06358e33a7770b4ee6850e4c7550af2803e9b95ee4f3cab
d109	SATIRIK	198	1240713881c5d4daba9cc127a79d96cd96a081efcca2354d0e936812b6724279
d110	SATIRIK	197	f28d7d83594369ac61eab58b4e1cccc08e5fa7c07fbcfc4a6e226dc3fe9efab6
d111	SATIRIK	198	e8bc324017a14a0aa78da6c97bf931ff2dcbdc39b102ad6d6dc900ad14a1ad55
d112	SATIRIK	201	f281ff5d8eef426bc5e7578e47e1ea9018b784feeedd903b5ce4a3cd7dac3968
d113	SATIRIK	201	f8c945a1cc9140cf3ebe930e742a8cb99e1ef69150bd28bb19e3aa4f2fbad8a3
d114	SATIRIK	193	e059a3507b834cdebc19830a8dce4d2c70b7375ddfa57a9fd98964ed182d14bc
d115	SATIRIK	200	611a23ad6011756dc6c8cafc24d661766e3bbb548197e83843f4fbe79160ea06
d116	SATIRIK	196	93c7df51946af65fc0b3e526664604c73032d586101ca378d4f4ef564f49304e
d117	SATIRIK	200	901cd08d6090e8c4e80dd59b9728c87166a925ca35110b83461f286bf17c903a
d118	SATIRIK	198	9b923ee728a2987a8e9d79379de591a4026d27eab0fe21c4c5d286e28cb434c5
d119	SATIRIK	192	6bcc2f6fa48593b25fe82eff8c47c8839be8dc0bb824cad64de34c0c38dd09e4
d120	SATIRIK	198	3d022f41a0d004b192cd1b9dfe4878e3af1f4173108c781e42f62bc376cd2814
d121	SATIRIK	199	ce3356bb44c5643f663cfe12638450deb80e3ad5f4a0392c64fa94c0c1b5c291
d122	SATIRIK	197	94ed39917a3dd7ae7c47c93dd3f5388412274502a1227e9719a0ce546dcc9ebf
d123	SATIRIK	194	b47d32afeaa33db4dc78c55c0d97d33621a39b783600339be790759789317229
d124	SATIRIK	195	6c7e5f06d4e56f1ea9cca2e06b94e5b189949a7118cee3e1890541286e9a7e55
d125	SATIRIK	192	f5d2e81aaaae1f6a442282934aeb8eb08fa585e5d9b0714aae12104f31eba9fb
d126	SATIRIK	196	2bd61d72ea44ccdf28b1ef587301195b77a65594cfb87457572edea6be3d056c
d127	SATIRIK	199	2096cfb52fc2fbc8df48be6c856acf88e89990723c61a89b0d0271d93890c93c
d128	SATIRIK	201	3aa2b48e6f264414f8818195f466d96dbcb62d770ce6b044d27f8699a7489dd6
d129	SATIRIK	200	4734b52b777fe3c41b057353ce4ac5360dcf34e04d2c1a7da2aa133553c01409
d130	SATIRIK	193	8c73513ddbe1e89171f743705437472e227a8d5cd325e6bec01ce8c7d5c954ad
d131	SATIRIK	200	b0a2823810f27bdbca91ee0ddeb73e32c0c72c4290bbd66e288fb12df22e67b7
d132	SATIRIK	197	0ebb7a2a0214c6721009fec34fcfd6dfcea435ec549a2990af99dd9a50dee40e
d133	SATIRIK	191	3b184ffacf324ce8d24764f518d5e7b8c56dd9a8d39f25d90c6fcca62edc6227
d134	SATIRIK	199	ce2692fb1c4e480193a98f948ea3b590c74d15e3ab08da6a13a0ff009ea5f6bc
d135	SATIRIK	201	233282e4af44d04cb609adc13ef60afb8d1b2f643e5a02dfb7c6604d62460530
d136	SATIRIK	198	2e148ea5e3b8f4db0d96e19a5a3d7f5393dc69edc23e2c0d09b909e94b18f42c
d137	SATIRIK	190	fef2d18133223a0602dddedf0b7852925eab1bc86ae32fcb4e586ed008fa3bd1
d138	SATIRIK	196	f9ff1de5f28797930b431c9b93c6e19ff8ed587214333c3a5e70fba5522fd6c2
d139	SATIRIK	188	f5107b81f633e75dcbf74405f1099253ab197f58c867bc4c34518da3784f8176
d140	SATIRIK	200	86d48303687337f9d0710c593378a6865bab9b05dd569b6a9759407cb490c00c
d141	SATIRIK	194	96758844ada74db0f25708bce4c9bd5185349c1846e76086437a0fff469af525
d142	SATIRIK	198	b7d038605dd6b369b90c8fe71eab7118f5c0423b870d670c7099c424c079a603
d143	SATIRIK	201	e733b90605cbfd93a63ba0554c49bf65d4a18f0f76276b7a41dc2b6971f17eab
d144	SATIRIK	192	bb3b4896fb6de538538dbfe1fd15e1a74f96b229c5af9251938808d7df9b7662
d145	SATIRIK	194	007bad1f5e992586a6a0f6aaf72a3d86b5415da64ac79fe7eb7fe96195c03241
d146	SATIRIK	199	6e701b791f91c9ba2a4f6b165a6706cbd1ca93b31578552921213035cb79d162
d147	SATIRIK	198	91f69a2e8109d68c4d226c31fc306a78a56db9fc02abe454e6126ef85ace35f3
d148	SATIRIK	198	e4cdc012c5ecd4a14ebe1304daa9423af0619879aa884f03b2f65143719beebb
d149	SATIRIK	201	37a7b2a4363b42cf4814b0c4a8abe309ea7b0030e6a43b751aba69e3bbef8531
d150	SATIRIK	201	ccab8b9af9377ff64e0a710d2849a0dd2f61cb8df5d80e5496ce6dcf4ee6671e
d151	SATIRIK	196	8673f7ff1b7c64789e0ce1386f51cbb423997b1c0528e5e49d8eb0a0cce63994
d152	SATIRIK	190	17656e3cfa43906e1b27cd0dcbca56b11cfa901e3c98b18d811f6605b88e3ae2
d153	SATIRIK	198	9ca701c002d3977209a11d8582937796b6ef6df5182b8d5bcb421beaa46f685f
d154	SATIRIK	198	3894b23673549b4bcb96c66fe1eaef5c7ea6ab1a2c29f91a2b37bcd627675275
d155	SATIRIK	201	40c4d083c4d39d552f352b7a6d1d3ac089f5718a58c691d665bd98bd0f105e68
d156	SATIRIK	194	e855407db8e2434078394be4e0b022b9637ddb51dfcd6a46a75a052fb3d8149d
d157	SATIRIK	193	85ba3ed39d5b094db98ab5ca560bb61f474702e94aca360633ad902746138e35
d158	SATIRIK	200	c1c676a9754e51d01f65858ef067ac9aa75a99617aa64af141c67a33b22fcb53
d159	SATIRIK	201	697edec87e4bb5afd15ff3cfe28c28e72cd70435b6b2aba052061922742ecc96
d160	SATIRIK	196	df497dd236dad161ef408258069c7da439d0f2457cb0c57eb42f985c9bbb3046
d161	SATIRIK	199	e53554e2b4958317809d6b0e1a432aff5584bb240f0a3b37ed994c304c930a5f
d162	SATIRIK	199	576ebf83fe45f23d3990448b3b87c75302a36997b9bb496242e1e0abc1f0694c
d163	SATIRIK	198	6ef2b2b790cc98b81e97ff6eee223bf1f40c20ce8b49360a435b6bcafe62d93e
d164	SATIRIK	201	bca3c231dfb43b708fdce876653e0d6de409b801bd9424003e78881de1bba000
d165	SATIRIK	196	11fe568e9cc46db6911258d7a4bc626b0f50983d55f39aca068d43f0d57a48d6
d166	SATIRIK	194	cef36e4d4b81a96873f11a51b3c21f1f263534242401a6fe5ac0d82d06a438bd
d167	SATIRIK	198	488fb6230d348585c883ce171534f27130980f127cf786502f368d4a1e43094e
d168	SATIRIK	195	3d016fc7989082ddd18c593d397ce0b245b3ce25869fa7ff4c68808c59fa28cd
d169	SATIRIK	197	02d1c16a0096e84f4c008013b44c6b01cfa0642bc46e64352a2cc31bce4e45cf
d170	SATIRIK	197	f09057971ec163ef3d6028bd3c52511c4dd638bc97a9423a88b48e5ff4bf09c4
d171	SATIRIK	201	1039ca98b5adc902f5e986f1873dcdd54f58bae0c1fd23096a8e43ec7ac0f95c
d172	SATIRIK	198	39d6da0cac5f2e2972563a8a4238934dbb316ffb6e93353ffdbe4b0a375c51ae
d173	SATIRIK	195	875b662666e1df487aae52cc11412f8df8d8fe6324f6bccb23fa9884499df390
d174	SATIRIK	197	ce896cd0f6281f87f28bd37b441c994ed3b538711ab7ec31367b54b960830d7f
d175	SATIRIK	201	a17372479d04354d9f2ea461c5cd7084eaa3c79dd79512d7d03f21decf69ee4e
d176	SATIRIK	196	3861adaa63fa9217447a98bbab0ccff697b0bcb28b66ce509232f85b6c4fcf19
d177	SATIRIK	199	26d64191be8b9429320af9fb74ecb454213d0e52f58e863f17bd8d5fee8a0fd4
d178	SATIRIK	195	aa9f5d26ce6a3125a8aae97f8fbd9b73e359be1f064b5afafb7d65b09e46aca9
d179	SATIRIK	196	e8e3dfc2ec0fe3ab61b0ba6100fa09ea5c156accac09304235aa5bf671ba4a08
d180	SATIRIK	197	636cb4b5e7e2172a41f80e911356fa7f38a835e9dcabdd8ce7fcbac713b25c0f
d181	SATIRIK	196	e3109676f4fb15900229a8cd1ff59f471024283906ae07424f6c00d2ba3ba83e
d182	SATIRIK	201	e62c61406b94f13c3cc88672d841a931117382e7167354916d13cfd072635af3
d183	SATIRIK	193	1a8c782432abe351ea228dc61cf4bc193cce557a5b59d2f8586c248a9b1f5778
d184	SATIRIK	193	275ab8f8f3287be3a4979d473b17d41f7bee56fd5f50a0482741486927ed8665
d185	SATIRIK	201	76d56ad32f2a68fa9562bd645a0a4836f30f2aae075031682eda2cdaff81d3ea
d186	SATIRIK	200	ab57829f35aae61769be891d68f4531fdd656a07c24b6be46f781871efc91a71
d187	SATIRIK	201	7f370a99eae007ffae5c3bbf13567e445c708c89f15ec4180b7db827fc978643
d188	SATIRIK	199	7bbff66b5146423aa044198bc72ae5c343caa88dca5d23eff035ce9b347662d1
d189	SATIRIK	197	83889301c8b63b8a0e1a99fecb007e5873c58b8676c7f3c934e9bee0a0c49739
d190	SATIRIK	197	1fdba76ce8f29509f496c9cf79ec105801f77a8dd9304c5308279194d9fcd380
d191	SATIRIK	196	30155839c7149cf235793c5cfee8c820d3ffc0481a41197c2b49ba893118bf25
d192	SATIRIK	198	6ac4b3ffb71a251103d2c7fb821d97e87e50fdc0a2dfa3383e8fbbbacb46a4ba
d193	SATIRIK	200	50580587a223c9a870933c9d44a759d7d4d96e4d9c0fa5082dcb4a36f3a0ae47
d194	SATIRIK	196	414e9332318cc59d82f5b07fc9cfd73e48f547a8123be39797b5c1eb8e9b3f1e
d195	SATIRIK	201	2d6c2ef4de08afaf486b2fb12a43cdc3d6dfbc9d35bb59dd53afcd31a298ed80
d196	SATIRIK	194	b474c9d2b91dffc6faf045ee505ff37ade3754c1892280d00b804435ba1609ba
d197	SATIRIK	197	80d4b2ee341f07624b24161bb3598877405d1c61595db7f8b4ac092664de6f0e
d198	SATIRIK	193	3a7410c2dd3ce36acc469f7eee5a78091a3547a991dc15efaf9ff8d71af68873
d199	SATIRIK	197	c536c67c0bc54ad9d45199d37b3b0eb619954afdf2cee1e143fc0dd55b7e4b8c
